,School District Code,LABEL_LVL_1_DESC,PROGRAM_TOTAL,PROGRAM_PERCENT,TOTAL_COUNT
1341,729,Grad Rate -Female,117.0,86.03,136.0
1342,729,Grad Rate -Hispanic,18.0,85.71,21.0
1343,729,Grad Rate -Male,110.0,85.94,128.0
1344,729,Grad Rate -Students With Disability,20.0,58.82,34.0
1345,729,Grad Rate -Students Without Disability,207.0,90.0,230.0
1346,729,Grad Rate -White,20.0,60.61,33.0
1347,730,Grad Rate -ALL Students,29.0,82.86,35.0
1348,730,Grad Rate -Black,28.0,93.33,30.0
1349,730,Grad Rate -Economically Disadvantaged,29.0,82.86,35.0
1350,730,Grad Rate -Female,11.0,84.62,13.0
1351,730,Grad Rate -Male,18.0,81.82,22.0
1352,730,Grad Rate -Students Without Disability,25.0,89.3,28.0
1353,732,Grad Rate -ALL Students,196.0,88.69,221.0
1354,732,Grad Rate -Black,49.0,94.23,52.0
1355,732,Grad Rate -Economically Disadvantaged,196.0,88.69,221.0
1356,732,Grad Rate -Female,101.0,90.18,112.0
1357,732,Grad Rate -Hispanic,42.0,87.5,48.0
1358,732,Grad Rate -Male,95.0,87.16,109.0
1359,732,Grad Rate -Students With Disability,12.0,60.0,20.0
1360,732,Grad Rate -Students Without Disability,184.0,91.5,201.0
1361,732,Grad Rate -White,98.0,86.73,113.0
1362,733,Grad Rate -ALL Students,83.0,76.85,108.0
1363,733,Grad Rate -Black,33.0,78.57,42.0
1364,733,Grad Rate -Economically Disadvantaged,58.0,72.5,80.0
1365,733,Grad Rate -Female,39.0,82.98,47.0
1366,733,Grad Rate -Male,44.0,72.13,61.0
1367,733,Grad Rate -Not Economically Disadvantaged,25.0,89.3,28.0
1368,733,Grad Rate -Students Without Disability,76.0,84.4,90.0
1369,733,Grad Rate -White,46.0,74.19,62.0
1370,734,Grad Rate -ALL Students,96.0,85.71,112.0
1371,734,Grad Rate -Black,42.0,87.5,48.0
1372,734,Grad Rate -Economically Disadvantaged,96.0,85.71,112.0
1373,734,Grad Rate -Female,51.0,89.47,57.0
1374,734,Grad Rate -Male,45.0,81.82,55.0
1375,734,Grad Rate -Students Without Disability,95.0,88.0,108.0
1376,734,Grad Rate -White,46.0,83.64,55.0
1377,735,Grad Rate -ALL Students,77.0,85.56,90.0
1378,735,Grad Rate -Black,72.0,87.8,82.0
1379,735,Grad Rate -Economically Disadvantaged,77.0,85.56,90.0
1380,735,Grad Rate -Female,46.0,93.88,49.0
1381,735,Grad Rate -Male,31.0,75.61,41.0
1382,735,Grad Rate -Students Without Disability,71.0,85.5,83.0
1383,736,Grad Rate -ALL Students,324.0,89.26,363.0
1384,736,Grad Rate -Black,110.0,87.3,126.0
1385,736,Grad Rate -Economically Disadvantaged,324.0,89.26,363.0
1386,736,Grad Rate -Female,166.0,93.79,177.0
1387,736,Grad Rate -Hispanic,22.0,91.67,24.0
1388,736,Grad Rate -Homeless,24.0,75.0,32.0
1389,736,Grad Rate -Male,158.0,84.95,186.0
1390,736,Grad Rate -Students With Disability,33.0,70.21,47.0
1391,736,Grad Rate -Students Without Disability,291.0,92.1,316.0
1392,736,Grad Rate -White,179.0,89.95,199.0
1393,737,Grad Rate -ALL Students,465.0,81.15,573.0
1394,737,Grad Rate -Black,168.0,81.16,207.0
1395,737,Grad Rate -Economically Disadvantaged,465.0,81.15,573.0
1396,737,Grad Rate -Female,234.0,84.48,277.0
1397,737,Grad Rate -Hispanic,76.0,77.55,98.0
1398,737,Grad Rate -Limited English Proficient,21.0,77.78,27.0
1399,737,Grad Rate -Male,231.0,78.04,296.0
1400,737,Grad Rate -Students With Disability,37.0,68.52,54.0
1401,737,Grad Rate -Students Without Disability,428.0,82.5,519.0
1402,737,Grad Rate -White,212.0,83.14,255.0
1403,738,Grad Rate -ALL Students,172.0,90.05,191.0
1404,738,Grad Rate -Black,26.0,89.66,29.0
1405,738,Grad Rate -Economically Disadvantaged,172.0,90.05,191.0
1406,738,Grad Rate -Female,92.0,95.83,96.0
1407,738,Grad Rate -Hispanic,54.0,98.18,55.0
1408,738,Grad Rate -Limited English Proficient,11.0,100.0,11.0
1409,738,Grad Rate -Male,80.0,84.21,95.0
1410,738,Grad Rate -Migrant,11.0,100.0,11.0
1411,738,Grad Rate -Students With Disability,30.0,85.71,35.0
1412,738,Grad Rate -Students Without Disability,142.0,91.0,156.0
1413,738,Grad Rate -White,89.0,85.58,104.0
1414,739,Grad Rate -ALL Students,82.0,97.62,84.0
1415,739,Grad Rate -Economically Disadvantaged,20.0,90.91,22.0
1416,739,Grad Rate -Female,34.0,100.0,34.0
1417,739,Grad Rate -Male,48.0,96.0,50.0
1418,739,Grad Rate -Not Economically Disadvantaged,62.0,100.0,62.0
1419,739,Grad Rate -Students Without Disability,74.0,98.7,75.0
1420,739,Grad Rate -White,76.0,97.44,78.0
1421,740,Grad Rate -ALL Students,67.0,81.71,82.0
1422,740,Grad Rate -Black,20.0,80.0,25.0
1423,740,Grad Rate -Economically Disadvantaged,67.0,81.71,82.0
1424,740,Grad Rate -Female,31.0,86.11,36.0
1425,740,Grad Rate -Male,36.0,78.26,46.0
1426,740,Grad Rate -Students Without Disability,63.0,82.9,76.0
1427,740,Grad Rate -White,45.0,83.33,54.0
1428,741,Grad Rate -ALL Students,754.0,86.57,871.0
1429,741,Grad Rate -Asian/Pacific Islander,14.0,100.0,14.0
1430,741,Grad Rate -Black,300.0,84.27,356.0
1431,741,Grad Rate -Economically Disadvantaged,390.0,81.59,478.0
1432,741,Grad Rate -Female,394.0,89.95,438.0
1433,741,Grad Rate -Hispanic,45.0,90.0,50.0
1434,741,Grad Rate -Homeless,18.0,72.0,25.0
1435,741,Grad Rate -Limited English Proficient,12.0,85.71,14.0
1436,741,Grad Rate -Male,360.0,83.14,433.0
1437,741,Grad Rate -Multi-Racial,35.0,85.37,41.0
1438,741,Grad Rate -Not Economically Disadvantaged,364.0,92.6,393.0
1439,741,Grad Rate -Students With Disability,67.0,71.28,94.0
1440,741,Grad Rate -Students Without Disability,687.0,88.4,777.0
1441,741,Grad Rate -White,359.0,87.78,409.0
1442,742,Grad Rate -ALL Students,83.0,89.25,93.0
1443,742,Grad Rate -Black,46.0,90.2,51.0
1444,742,Grad Rate -Economically Disadvantaged,83.0,89.25,93.0
1445,742,Grad Rate -Female,38.0,88.37,43.0
1446,742,Grad Rate -Male,45.0,90.0,50.0
1447,742,Grad Rate -Students With Disability,10.0,71.43,14.0
1448,742,Grad Rate -Students Without Disability,73.0,92.4,79.0
1449,742,Grad Rate -White,25.0,86.21,29.0
1450,743,Grad Rate -ALL Students,53.0,89.83,59.0
1451,743,Grad Rate -Black,37.0,100.0,37.0
1452,743,Grad Rate -Economically Disadvantaged,53.0,89.83,59.0
1453,743,Grad Rate -Female,25.0,89.29,28.0
1454,743,Grad Rate -Male,28.0,90.32,31.0
1455,743,Grad Rate -Students Without Disability,47.0,92.2,51.0
1456,743,Grad Rate -White,13.0,68.42,19.0
1457,744,Grad Rate -ALL Students,210.0,99.53,211.0
1458,744,Grad Rate -Economically Disadvantaged,84.0,98.82,85.0
1459,744,Grad Rate -Female,101.0,99.02,102.0
1460,744,Grad Rate -Hispanic,10.0,100.0,10.0
1461,744,Grad Rate -Homeless,10.0,100.0,10.0
1462,744,Grad Rate -Male,109.0,100.0,109.0
1463,744,Grad Rate -Not Economically Disadvantaged,126.0,100.0,126.0
1464,744,Grad Rate -Students With Disability,26.0,100.0,26.0
1465,744,Grad Rate -Students Without Disability,184.0,99.5,185.0
1466,744,Grad Rate -White,193.0,99.48,194.0
1467,745,Grad Rate -ALL Students,288.0,90.85,317.0
1468,745,Grad Rate -Black,109.0,92.37,118.0
1469,745,Grad Rate -Economically Disadvantaged,288.0,90.85,317.0
1470,745,Grad Rate -Female,139.0,91.45,152.0
1471,745,Grad Rate -Hispanic,11.0,91.67,12.0
1472,745,Grad Rate -Male,149.0,90.3,165.0
1473,745,Grad Rate -Students With Disability,29.0,80.56,36.0
1474,745,Grad Rate -Students Without Disability,259.0,92.2,281.0
1475,745,Grad Rate -White,155.0,89.08,174.0
1476,746,Grad Rate -ALL Students,560.0,88.33,634.0
1477,746,Grad Rate -Black,43.0,93.48,46.0
1478,746,Grad Rate -Economically Disadvantaged,334.0,87.43,382.0
1479,746,Grad Rate -Female,259.0,89.31,290.0
1480,746,Grad Rate -Hispanic,24.0,88.89,27.0
1481,746,Grad Rate -Homeless,11.0,78.57,14.0
1482,746,Grad Rate -Male,301.0,87.5,344.0
1483,746,Grad Rate -Multi-Racial,21.0,100.0,21.0
1484,746,Grad Rate -Not Economically Disadvantaged,226.0,89.7,252.0
1485,746,Grad Rate -Students With Disability,71.0,71.72,99.0
1486,746,Grad Rate -Students Without Disability,489.0,91.4,535.0
1487,746,Grad Rate -White,465.0,87.41,532.0
1488,747,Grad Rate -ALL Students,851.0,89.86,947.0
1489,747,Grad Rate -Asian/Pacific Islander,19.0,100.0,19.0
1490,747,Grad Rate -Black,203.0,86.38,235.0
1491,747,Grad Rate -Economically Disadvantaged,291.0,80.17,363.0
1492,747,Grad Rate -Female,449.0,94.93,473.0
1493,747,Grad Rate -Hispanic,39.0,81.25,48.0
1494,747,Grad Rate -Homeless,21.0,80.77,26.0
1495,747,Grad Rate -Limited English Proficient,14.0,87.5,16.0
1496,747,Grad Rate -Male,402.0,84.81,474.0
1497,747,Grad Rate -Multi-Racial,30.0,90.91,33.0
1498,747,Grad Rate -Not Economically Disadvantaged,560.0,95.9,584.0
1499,747,Grad Rate -Students With Disability,56.0,62.92,89.0
1500,747,Grad Rate -Students Without Disability,795.0,92.7,858.0
1501,747,Grad Rate -White,558.0,91.63,609.0
1502,748,Grad Rate -ALL Students,313.0,85.99,364.0
1503,748,Grad Rate -Black,107.0,78.1,137.0
1504,748,Grad Rate -Economically Disadvantaged,313.0,85.99,364.0
1505,748,Grad Rate -Female,165.0,88.24,187.0
1506,748,Grad Rate -Hispanic,23.0,95.83,24.0
1507,748,Grad Rate -Homeless,14.0,82.35,17.0
1508,748,Grad Rate -Male,148.0,83.62,177.0
1509,748,Grad Rate -Students With Disability,30.0,61.22,49.0
1510,748,Grad Rate -Students Without Disability,283.0,89.8,315.0
1511,748,Grad Rate -White,173.0,89.64,193.0
1512,749,Grad Rate -ALL Students,30.0,85.71,35.0
1513,749,Grad Rate -Black,28.0,87.5,32.0
1514,749,Grad Rate -Economically Disadvantaged,30.0,85.71,35.0
1515,749,Grad Rate -Female,16.0,88.89,18.0
1516,749,Grad Rate -Male,14.0,82.35,17.0
1517,749,Grad Rate -Students Without Disability,29.0,87.9,33.0
1518,750,Grad Rate -ALL Students,208.0,89.66,232.0
1519,750,Grad Rate -Black,133.0,90.48,147.0
1520,750,Grad Rate -Economically Disadvantaged,208.0,89.66,232.0
1521,750,Grad Rate -Female,102.0,91.07,112.0
1522,750,Grad Rate -Male,106.0,88.33,120.0
1523,750,Grad Rate -Students With Disability,20.0,83.33,24.0
1524,750,Grad Rate -Students Without Disability,188.0,90.4,208.0
1525,750,Grad Rate -White,61.0,88.41,69.0
1526,751,Grad Rate -ALL Students,315.0,93.75,336.0
1527,751,Grad Rate -Black,81.0,94.19,86.0
1528,751,Grad Rate -Economically Disadvantaged,175.0,93.09,188.0
1529,751,Grad Rate -Female,156.0,95.12,164.0
1530,751,Grad Rate -Hispanic,24.0,96.0,25.0
1531,751,Grad Rate -Male,159.0,92.44,172.0
1532,751,Grad Rate -Not Economically Disadvantaged,140.0,94.6,148.0
1533,751,Grad Rate -Students With Disability,33.0,89.19,37.0
1534,751,Grad Rate -Students Without Disability,282.0,94.3,299.0
1535,751,Grad Rate -White,196.0,92.89,211.0
1536,752,Grad Rate -ALL Students,21.0,100.0,21.0
1537,752,Grad Rate -Economically Disadvantaged,21.0,100.0,21.0
1538,752,Grad Rate -Female,11.0,100.0,11.0
1539,752,Grad Rate -Male,10.0,100.0,10.0
1540,752,Grad Rate -Students Without Disability,19.0,100.0,19.0
1541,753,Grad Rate -ALL Students,68.0,89.47,76.0
1542,753,Grad Rate -Black,24.0,88.89,27.0
1543,753,Grad Rate -Economically Disadvantaged,68.0,89.47,76.0
1544,753,Grad Rate -Female,34.0,89.47,38.0
1545,753,Grad Rate -Male,34.0,89.47,38.0
1546,753,Grad Rate -Students Without Disability,61.0,91.0,67.0
1547,753,Grad Rate -White,38.0,88.37,43.0
1548,754,Grad Rate -ALL Students,223.0,91.39,244.0
1549,754,Grad Rate -Economically Disadvantaged,90.0,83.33,108.0
1550,754,Grad Rate -Female,103.0,90.35,114.0
1551,754,Grad Rate -Homeless,10.0,90.91,11.0
1552,754,Grad Rate -Male,120.0,92.31,130.0
1553,754,Grad Rate -Not Economically Disadvantaged,133.0,97.8,136.0
1554,754,Grad Rate -Students With Disability,18.0,66.67,27.0
1555,754,Grad Rate -Students Without Disability,205.0,94.5,217.0
1556,754,Grad Rate -White,199.0,92.99,214.0
1557,755,Grad Rate -ALL Students,849.0,86.81,978.0
1558,755,Grad Rate -Asian/Pacific Islander,10.0,100.0,10.0
1559,755,Grad Rate -Black,17.0,80.95,21.0
1560,755,Grad Rate -Economically Disadvantaged,500.0,88.03,568.0
1561,755,Grad Rate -Female,448.0,90.87,493.0
1562,755,Grad Rate -Hispanic,370.0,88.73,417.0
1563,755,Grad Rate -Homeless,17.0,77.27,22.0
1564,755,Grad Rate -Limited English Proficient,73.0,74.49,98.0
1565,755,Grad Rate -Male,401.0,82.68,485.0
1566,755,Grad Rate -Multi-Racial,23.0,63.89,36.0
1567,755,Grad Rate -Not Economically Disadvantaged,349.0,85.1,410.0
1568,755,Grad Rate -Students With Disability,84.0,75.0,112.0
1569,755,Grad Rate -Students Without Disability,765.0,88.3,866.0
1570,755,Grad Rate -White,426.0,86.94,490.0
1571,756,Grad Rate -ALL Students,56.0,90.32,62.0
1572,756,Grad Rate -Black,19.0,100.0,19.0
1573,756,Grad Rate -Economically Disadvantaged,56.0,90.32,62.0
1574,756,Grad Rate -Female,25.0,92.59,27.0
1575,756,Grad Rate -Male,31.0,88.57,35.0
1576,756,Grad Rate -Students Without Disability,52.0,89.7,58.0
1577,756,Grad Rate -White,35.0,89.74,39.0
1578,757,Grad Rate -ALL Students,93.0,87.74,106.0
1579,757,Grad Rate -Black,58.0,86.57,67.0
1580,757,Grad Rate -Economically Disadvantaged,93.0,87.74,106.0
1581,757,Grad Rate -Female,48.0,88.89,54.0
1582,757,Grad Rate -Male,45.0,86.54,52.0
1583,757,Grad Rate -Students Without Disability,84.0,89.4,94.0
1584,757,Grad Rate -White,24.0,88.89,27.0
1585,758,Grad Rate -ALL Students,101.0,95.28,106.0
1586,758,Grad Rate -Black,58.0,96.67,60.0
1587,758,Grad Rate -Economically Disadvantaged,101.0,95.28,106.0
1588,758,Grad Rate -Female,50.0,100.0,50.0
1589,758,Grad Rate -Male,51.0,91.07,56.0
1590,758,Grad Rate -Students With Disability,10.0,90.91,11.0
1591,758,Grad Rate -Students Without Disability,91.0,95.8,95.0
1592,758,Grad Rate -White,38.0,92.68,41.0
1593,759,Grad Rate -ALL Students,180.0,74.38,242.0
1594,759,Grad Rate -Black,54.0,70.13,77.0
1595,759,Grad Rate -Economically Disadvantaged,179.0,76.5,234.0
1596,759,Grad Rate -Female,93.0,80.17,116.0
1597,759,Grad Rate -Male,87.0,69.05,126.0
1598,759,Grad Rate -Students With Disability,13.0,54.17,24.0
1599,759,Grad Rate -Students Without Disability,167.0,76.6,218.0
1600,759,Grad Rate -White,112.0,76.19,147.0
1601,761,Grad Rate -ALL Students,2506.0,77.95,3215.0
1602,761,Grad Rate -Asian/Pacific Islander,20.0,90.91,22.0
1603,761,Grad Rate -Black,1970.0,75.54,2608.0
1604,761,Grad Rate -Economically Disadvantaged,1930.0,74.43,2593.0
1605,761,Grad Rate -Female,1400.0,83.48,1677.0
1606,761,Grad Rate -Hispanic,164.0,80.0,205.0
1607,761,Grad Rate -Homeless,166.0,66.94,248.0
1608,761,Grad Rate -Limited English Proficient,62.0,69.66,89.0
1609,761,Grad Rate -Male,1106.0,71.91,1538.0
1610,761,Grad Rate -Multi-Racial,42.0,87.5,48.0
1611,761,Grad Rate -Not Economically Disadvantaged,576.0,92.6,622.0
1612,761,Grad Rate -Students With Disability,224.0,56.57,396.0
1613,761,Grad Rate -Students Without Disability,2282.0,81.0,2819.0
1614,761,Grad Rate -White,310.0,93.37,332.0
1615,763,Grad Rate -ALL Students,192.0,98.46,195.0
1616,763,Grad Rate -Black,12.0,100.0,12.0
1617,763,Grad Rate -Economically Disadvantaged,25.0,96.15,26.0
1618,763,Grad Rate -Female,97.0,97.98,99.0
1619,763,Grad Rate -Male,95.0,98.96,96.0
1620,763,Grad Rate -Not Economically Disadvantaged,167.0,98.8,169.0
1621,763,Grad Rate -Students With Disability,14.0,93.33,15.0
1622,763,Grad Rate -Students Without Disability,178.0,98.9,180.0
1623,763,Grad Rate -White,166.0,98.22,169.0
1624,764,Grad Rate -ALL Students,324.0,92.57,350.0
1625,764,Grad Rate -Black,48.0,88.89,54.0
1626,764,Grad Rate -Economically Disadvantaged,89.0,84.76,105.0
1627,764,Grad Rate -Female,147.0,91.88,160.0
1628,764,Grad Rate -Hispanic,81.0,86.17,94.0
1629,764,Grad Rate -Limited English Proficient,10.0,71.43,14.0
1630,764,Grad Rate -Male,177.0,93.16,190.0
1631,764,Grad Rate -Multi-Racial,12.0,100.0,12.0
1632,764,Grad Rate -Not Economically Disadvantaged,235.0,95.9,245.0
1633,764,Grad Rate -Students With Disability,16.0,55.17,29.0
1634,764,Grad Rate -Students Without Disability,308.0,96.0,321.0
1635,764,Grad Rate -White,175.0,97.22,180.0
1636,765,Grad Rate -ALL Students,253.0,98.06,258.0
1637,765,Grad Rate -Black,18.0,100.0,18.0
1638,765,Grad Rate -Economically Disadvantaged,104.0,99.05,105.0
1639,765,Grad Rate -Female,124.0,98.41,126.0
1640,765,Grad Rate -Hispanic,87.0,96.67,90.0
1641,765,Grad Rate -Limited English Proficient,10.0,90.91,11.0
1642,765,Grad Rate -Male,129.0,97.73,132.0
1643,765,Grad Rate -Not Economically Disadvantaged,149.0,97.4,153.0
1644,765,Grad Rate -Students With Disability,20.0,90.91,22.0
1645,765,Grad Rate -Students Without Disability,233.0,98.7,236.0
1646,765,Grad Rate -White,139.0,98.58,141.0
1647,766,Grad Rate -ALL Students,364.0,91.0,400.0
1648,766,Grad Rate -Black,94.0,88.68,106.0
1649,766,Grad Rate -Economically Disadvantaged,151.0,87.79,172.0
1650,766,Grad Rate -Female,189.0,94.03,201.0
1651,766,Grad Rate -Hispanic,68.0,86.08,79.0
1652,766,Grad Rate -Homeless,14.0,73.68,19.0
1653,766,Grad Rate -Limited English Proficient,14.0,70.0,20.0
1654,766,Grad Rate -Male,175.0,87.94,199.0
1655,766,Grad Rate -Multi-Racial,25.0,86.21,29.0
1656,766,Grad Rate -Not Economically Disadvantaged,213.0,93.4,228.0
1657,766,Grad Rate -Students With Disability,25.0,64.1,39.0
1658,766,Grad Rate -Students Without Disability,339.0,93.9,361.0
1659,766,Grad Rate -White,175.0,95.63,183.0
1660,767,Grad Rate -ALL Students,281.0,90.35,311.0
1661,767,Grad Rate -Black,66.0,86.84,76.0
1662,767,Grad Rate -Economically Disadvantaged,96.0,83.48,115.0
1663,767,Grad Rate -Female,138.0,94.52,146.0
1664,767,Grad Rate -Hispanic,50.0,80.65,62.0
1665,767,Grad Rate -Limited English Proficient,16.0,66.67,24.0
1666,767,Grad Rate -Male,143.0,86.67,165.0
1667,767,Grad Rate -Not Economically Disadvantaged,185.0,94.4,196.0
1668,767,Grad Rate -Students With Disability,14.0,73.68,19.0
1669,767,Grad Rate -Students Without Disability,267.0,91.4,292.0
1670,767,Grad Rate -White,149.0,94.9,157.0
1671,769,Grad Rate -ALL Students,104.0,98.11,106.0
1672,769,Grad Rate -Economically Disadvantaged,10.0,100.0,10.0
1673,769,Grad Rate -Female,53.0,96.36,55.0
1674,769,Grad Rate -Male,51.0,100.0,51.0
1675,769,Grad Rate -Not Economically Disadvantaged,94.0,97.9,96.0
1676,769,Grad Rate -Students Without Disability,99.0,100.0,99.0
1677,769,Grad Rate -White,99.0,98.02,101.0
1678,771,Grad Rate -ALL Students,114.0,95.8,119.0
1679,771,Grad Rate -Black,23.0,100.0,23.0
1680,771,Grad Rate -Economically Disadvantaged,55.0,93.22,59.0
1681,771,Grad Rate -Female,56.0,98.25,57.0
1682,771,Grad Rate -Hispanic,13.0,100.0,13.0
1683,771,Grad Rate -Male,58.0,93.55,62.0
1684,771,Grad Rate -Not Economically Disadvantaged,59.0,98.3,60.0
1685,771,Grad Rate -Students Without Disability,105.0,98.1,107.0
1686,771,Grad Rate -White,75.0,93.75,80.0
1687,772,Grad Rate -ALL Students,537.0,81.61,658.0
1688,772,Grad Rate -Asian/Pacific Islander,16.0,100.0,16.0
1689,772,Grad Rate -Black,37.0,86.05,43.0
1690,772,Grad Rate -Economically Disadvantaged,316.0,76.33,414.0
1691,772,Grad Rate -Female,283.0,86.28,328.0
1692,772,Grad Rate -Hispanic,352.0,78.92,446.0
1693,772,Grad Rate -Homeless,41.0,56.16,73.0
1694,772,Grad Rate -Limited English Proficient,61.0,58.65,104.0
1695,772,Grad Rate -Male,254.0,76.97,330.0
1696,772,Grad Rate -Not Economically Disadvantaged,221.0,90.6,244.0
1697,772,Grad Rate -Students With Disability,29.0,65.91,44.0
1698,772,Grad Rate -Students Without Disability,508.0,82.7,614.0
1699,772,Grad Rate -White,123.0,89.13,138.0
1700,773,Grad Rate -ALL Students,316.0,95.18,332.0
1701,773,Grad Rate -Black,93.0,93.94,99.0
1702,773,Grad Rate -Economically Disadvantaged,40.0,85.11,47.0
1703,773,Grad Rate -Female,168.0,96.55,174.0
1704,773,Grad Rate -Hispanic,21.0,100.0,21.0
1705,773,Grad Rate -Male,148.0,93.67,158.0
1706,773,Grad Rate -Multi-Racial,16.0,88.89,18.0
1707,773,Grad Rate -Not Economically Disadvantaged,276.0,96.8,285.0
1708,773,Grad Rate -Students With Disability,32.0,84.21,38.0
1709,773,Grad Rate -Students Without Disability,284.0,96.6,294.0
1710,773,Grad Rate -White,176.0,96.17,183.0
1711,774,Grad Rate -ALL Students,167.0,88.83,188.0
1712,774,Grad Rate -Black,146.0,90.12,162.0
1713,774,Grad Rate -Economically Disadvantaged,167.0,88.83,188.0
1714,774,Grad Rate -Female,85.0,92.39,92.0
1715,774,Grad Rate -Homeless,42.0,93.33,45.0
1716,774,Grad Rate -Male,82.0,85.42,96.0
1717,774,Grad Rate -Students With Disability,21.0,91.3,23.0
1718,774,Grad Rate -Students Without Disability,146.0,88.5,165.0
1719,774,Grad Rate -White,12.0,80.0,15.0
1720,776,Grad Rate -ALL Students,444.0,80.29,553.0
1721,776,Grad Rate -Asian/Pacific Islander,18.0,94.74,19.0
1722,776,Grad Rate -Black,104.0,85.95,121.0
1723,776,Grad Rate -Economically Disadvantaged,444.0,80.29,553.0
1724,776,Grad Rate -Female,233.0,88.59,263.0
1725,776,Grad Rate -Hispanic,229.0,73.4,312.0
1726,776,Grad Rate -Homeless,25.0,69.44,36.0
1727,776,Grad Rate -Limited English Proficient,90.0,58.44,154.0
1728,776,Grad Rate -Male,211.0,72.76,290.0
1729,776,Grad Rate -Students With Disability,28.0,63.64,44.0
1730,776,Grad Rate -Students Without Disability,416.0,81.7,509.0
1731,776,Grad Rate -White,86.0,93.48,92.0
1732,779,Grad Rate -ALL Students,233.0,95.88,243.0
1733,779,Grad Rate -Black,16.0,100.0,16.0
1734,779,Grad Rate -Economically Disadvantaged,41.0,91.11,45.0
1735,779,Grad Rate -Female,116.0,98.31,118.0
1736,779,Grad Rate -Hispanic,16.0,84.21,19.0
1737,779,Grad Rate -Male,117.0,93.6,125.0
1738,779,Grad Rate -Multi-Racial,11.0,100.0,11.0
1739,779,Grad Rate -Not Economically Disadvantaged,192.0,97.0,198.0
1740,779,Grad Rate -Students With Disability,23.0,92.0,25.0
1741,779,Grad Rate -Students Without Disability,210.0,96.3,218.0
1742,779,Grad Rate -White,183.0,96.32,190.0
1743,781,Grad Rate -ALL Students,496.0,75.73,655.0
1744,781,Grad Rate -Asian/Pacific Islander,10.0,100.0,10.0
1745,781,Grad Rate -Black,214.0,77.82,275.0
1746,781,Grad Rate -Economically Disadvantaged,221.0,71.52,309.0
1747,781,Grad Rate -Female,267.0,84.23,317.0
1748,781,Grad Rate -Hispanic,148.0,64.63,229.0
1749,781,Grad Rate -Homeless,25.0,62.5,40.0
1750,781,Grad Rate -Limited English Proficient,32.0,41.03,78.0
1751,781,Grad Rate -Male,229.0,67.75,338.0
1752,781,Grad Rate -Multi-Racial,17.0,85.0,20.0
1753,781,Grad Rate -Not Economically Disadvantaged,275.0,79.5,346.0
1754,781,Grad Rate -Students With Disability,39.0,60.0,65.0
1755,781,Grad Rate -Students Without Disability,457.0,77.5,590.0
1756,781,Grad Rate -White,103.0,88.03,117.0
1757,784,Grad Rate -ALL Students,75.0,82.42,91.0
1758,784,Grad Rate -Black,34.0,87.18,39.0
1759,784,Grad Rate -Economically Disadvantaged,75.0,82.42,91.0
1760,784,Grad Rate -Female,36.0,87.8,41.0
1761,784,Grad Rate -Male,39.0,78.0,50.0
1762,784,Grad Rate -Students With Disability,11.0,68.75,16.0
1763,784,Grad Rate -Students Without Disability,64.0,85.3,75.0
1764,784,Grad Rate -White,37.0,78.72,47.0
1765,785,Grad Rate -ALL Students,448.0,93.33,480.0
1766,785,Grad Rate -Asian/Pacific Islander,18.0,100.0,18.0
1767,785,Grad Rate -Black,133.0,93.01,143.0
1768,785,Grad Rate -Economically Disadvantaged,448.0,93.33,480.0
1769,785,Grad Rate -Female,239.0,96.76,247.0
1770,785,Grad Rate -Hispanic,148.0,94.27,157.0
1771,785,Grad Rate -Homeless,14.0,100.0,14.0
1772,785,Grad Rate -Limited English Proficient,25.0,89.29,28.0
1773,785,Grad Rate -Male,209.0,89.7,233.0
1774,785,Grad Rate -Multi-Racial,15.0,83.33,18.0
1775,785,Grad Rate -Students With Disability,38.0,73.08,52.0
1776,785,Grad Rate -Students Without Disability,410.0,95.8,428.0
1777,785,Grad Rate -White,134.0,93.06,144.0
1778,786,Grad Rate -ALL Students,108.0,92.31,117.0
1779,786,Grad Rate -Black,15.0,88.24,17.0
1780,786,Grad Rate -Female,61.0,93.85,65.0
1781,786,Grad Rate -Homeless,12.0,92.31,13.0
1782,786,Grad Rate -Male,47.0,90.38,52.0
1783,786,Grad Rate -Not Economically Disadvantaged,108.0,93.9,115.0
1784,786,Grad Rate -Students Without Disability,102.0,94.4,108.0
1785,786,Grad Rate -White,86.0,94.51,91.0
1786,789,Grad Rate -ALL Students,170.0,74.24,229.0
1787,789,Grad Rate -Black,106.0,67.52,157.0
1788,789,Grad Rate -Economically Disadvantaged,170.0,76.23,223.0
1789,789,Grad Rate -Female,100.0,86.21,116.0
1790,789,Grad Rate -Male,70.0,61.95,113.0
1791,789,Grad Rate -Students With Disability,11.0,32.35,34.0
1792,789,Grad Rate -Students Without Disability,159.0,81.5,195.0
1793,789,Grad Rate -White,57.0,93.44,61.0
1794,791,Grad Rate -ALL Students,103.0,97.17,106.0
1795,791,Grad Rate -Economically Disadvantaged,31.0,96.88,32.0
1796,791,Grad Rate -Female,48.0,96.0,50.0
1797,791,Grad Rate -Hispanic,13.0,100.0,13.0
1798,791,Grad Rate -Male,55.0,98.21,56.0
1799,791,Grad Rate -Not Economically Disadvantaged,72.0,97.3,74.0
1800,791,Grad Rate -Students Without Disability,95.0,97.9,97.0
1801,791,Grad Rate -White,88.0,96.7,91.0
1802,792,Grad Rate -ALL Students,445.0,86.91,512.0
1803,792,Grad Rate -Active Duty,11.0,100.0,11.0
